TransactionID,Date,StoreID,ProductID,Category,UnitPrice,UnitsSold,Revenue,DiscountApplied,HolidayFlag
1184,2019-10-25,23,3013,Groceries,196.34,23,4515.82,5,0
1185,2021-12-21,33,1002,Electronics,32.97,2,65.94,15,0
1186,2020-01-10,28,2008,Clothing,211.15,15,3167.25,0,0
1187,2022-03-18,5,1008,Electronics,44.09,30,1322.7,0,1
1188,2020-03-09,9,2017,Clothing,138.02,23,3174.46,15,1
1189,2020-03-30,16,1007,Electronics,137.2,37,5076.4,5,1
1190,2020-07-29,2,1020,Electronics,289.87,38,11015.06,5,0
1191,2020-01-21,35,1020,Electronics,64.99,17,1104.83,5,0
1192,2021-04-29,30,3047,Groceries,22.55,25,563.75,0,0
1193,2021-05-02,16,3001,Groceries,33.92,21,712.32,0,0
1194,2022-07-20,44,1007,Electronics,80.12,35,2804.2,15,1
1195,2021-11-02,42,1001,Electronics,177.51,28,4970.28,10,1
1196,2018-02-02,22,5008,Sports,258.53,14,3619.42,20,1
1197,2022-02-19,46,3013,Groceries,275.72,2,551.44,10,0
1198,2018-08-09,3,2001,Clothing,146.08,10,1460.8,5,0
1199,2018-10-11,49,4007,Home & Kitchen,45.65,24,1095.6,20,1
1200,2020-09-29,50,2005,Clothing,33.11,19,629.09,15,0
1201,2019-07-21,31,1015,Electronics,270.73,20,5414.6,15,1
1202,2018-05-28,15,3019,Groceries,67.13,15,1006.95,10,0
1203,2022-01-31,8,4008,Home & Kitchen,157.4,26,4092.4,10,1
1204,2022-08-22,11,4012,Home & Kitchen,20.73,3,62.19,5,1
1205,2022-02-02,41,2020,Clothing,221.04,4,884.16,20,0
1206,2022-10-12,24,2008,Clothing,186.09,22,4093.98,10,1
1207,2020-09-30,44,3023,Groceries,149.96,11,1649.56,5,0
1208,2021-05-11,48,1013,Electronics,267.62,22,5887.64,0,0
1209,2018-03-10,12,2015,Clothing,215.23,35,7533.05,15,0
1210,2020-12-31,39,4012,Home & Kitchen,68.71,25,1717.75,15,1
1211,2020-11-01,45,5005,Sports,11.83,40,473.2,15,0
1212,2021-12-05,47,2005,Clothing,33.03,28,924.84,15,1
1213,2021-05-01,49,4018,Home & Kitchen,204.52,33,6749.16,0,0
1214,2018-05-20,3,4006,Home & Kitchen,254.03,32,8128.96,10,1
1215,2020-12-16,23,5008,Sports,29.39,18,529.02,15,1
1216,2021-05-02,48,3011,Groceries,141.63,1,141.63,15,0
1217,2021-09-16,39,5005,Sports,106.33,25,2658.25,5,1
1218,2022-11-18,6,3038,Groceries,251.02,40,10040.8,10,0
1219,2020-07-19,45,3014,Groceries,295.97,33,9767.01,10,1
1220,2018-04-08,2,5009,Sports,233.41,38,8869.58,0,1
1221,2022-05-14,30,4020,Home & Kitchen,181.49,30,5444.7,0,0
1222,2019-10-19,50,4013,Home & Kitchen,155.89,37,5767.93,15,0
1223,2019-05-02,22,3006,Groceries,251.89,8,2015.12,15,1
1224,2020-08-19,24,1013,Electronics,136.58,27,3687.66,15,1
1225,2021-12-09,16,5011,Sports,211.46,8,1691.68,10,0
1226,2021-07-26,46,1004,Electronics,175.25,34,5958.5,5,0
1227,2021-05-13,18,3043,Groceries,166.14,25,4153.5,20,1
1228,2022-05-26,14,5015,Sports,106.48,37,3939.76,20,0
1229,2018-06-08,48,2020,Clothing,21.93,16,350.88,15,1
1230,2021-03-31,18,2009,Clothing,61.2,32,1958.4,10,1
1231,2021-11-19,21,5013,Sports,69.72,23,1603.56,10,0
1232,2018-02-23,35,4014,Home & Kitchen,142.98,1,142.98,10,1
1233,2019-08-08,23,4006,Home & Kitchen,189.16,25,4729,20,0
1234,2019-01-19,45,5014,Sports,260.56,36,9380.16,20,1
1235,2020-06-19,27,4017,Home & Kitchen,167.73,1,167.73,5,1
1236,2019-02-27,25,5006,Sports,232.37,8,1858.96,10,1
1237,2019-07-07,7,1019,Electronics,19.61,12,235.32,10,1
1238,2021-12-10,41,5010,Sports,222.44,14,3114.16,20,1
1239,2021-03-04,19,3007,Groceries,236.85,20,4737,0,1
1240,2021-09-28,3,4005,Home & Kitchen,58.35,13,758.55,15,1
1241,2021-05-30,14,1010,Electronics,132.08,16,2113.28,10,0
1242,2021-07-30,2,5002,Sports,238.88,9,2149.92,0,1
1243,2019-11-18,9,1004,Electronics,131.91,23,3033.93,0,0
1244,2022-10-03,17,5007,Sports,158.02,40,6320.8,0,1
1245,2020-09-20,28,5012,Sports,214.13,28,5995.64,20,1
1246,2019-07-27,37,3015,Groceries,123.73,18,2227.14,5,1
1247,2020-02-24,34,4013,Home & Kitchen,271.53,38,10318.14,20,1
1248,2020-04-06,33,4006,Home & Kitchen,58.23,32,1863.36,5,0
1249,2022-02-23,39,5014,Sports,222.47,11,2447.17,10,1
1250,2019-05-19,26,1013,Electronics,24.86,18,447.48,15,0
1251,2020-09-01,37,3050,Groceries,17.28,7,120.96,10,0
1252,2020-03-27,11,2016,Clothing,25.99,9,233.91,20,0
1253,2020-09-10,13,3049,Groceries,116.08,10,1160.8,20,0
1254,2018-05-20,2,2011,Clothing,280.65,21,5893.65,15,1
1255,2021-06-28,42,4011,Home & Kitchen,48.17,39,1878.63,20,1
1256,2018-11-09,37,5004,Sports,197.05,5,985.25,15,1
1257,2019-02-09,4,3030,Groceries,298.5,38,11343,5,1
1258,2021-04-24,40,5007,Sports,33.41,4,133.64,15,0
1259,2021-05-09,49,2004,Clothing,245.39,40,9815.6,0,0
1260,2022-06-10,16,5011,Sports,220.72,34,7504.48,5,0
1261,2018-12-20,32,1011,Electronics,57.36,9,516.24,20,0
1262,2020-04-22,22,3045,Groceries,228.09,6,1368.54,0,1
1263,2020-10-14,46,5014,Sports,248.13,1,248.13,15,0
1264,2020-07-02,26,2007,Clothing,5.78,2,11.56,0,1
1265,2022-04-06,42,1008,Electronics,200.05,39,7801.95,0,1
1266,2021-07-23,20,3004,Groceries,189.61,14,2654.54,15,0
1267,2021-09-04,28,5010,Sports,297.08,6,1782.48,10,0
1268,2020-04-14,21,3040,Groceries,140.05,27,3781.35,5,1
1269,2022-07-10,29,1013,Electronics,130.79,15,1961.85,0,1
1270,2022-07-02,2,4004,Home & Kitchen,164.64,35,5762.4,10,0
1271,2019-11-05,44,3038,Groceries,296.61,30,8898.3,0,0
1272,2020-02-11,49,1012,Electronics,142.18,17,2417.06,0,1
1273,2021-03-30,24,1013,Electronics,243.89,29,7072.81,20,1
1274,2018-06-09,6,2019,Clothing,92.31,20,1846.2,0,1
1275,2020-01-20,43,1017,Electronics,299.8,17,5096.6,5,1
1276,2018-11-26,7,3022,Groceries,221.2,6,1327.2,5,0
1277,2018-05-19,23,1005,Electronics,149.2,11,1641.2,15,1
1278,2021-06-25,25,3017,Groceries,241.56,32,7729.92,0,1
1279,2018-03-26,16,1012,Electronics,207.81,27,5610.87,0,0
1280,2020-06-28,50,5011,Sports,171.55,40,6862,10,0
1281,2022-06-11,4,5011,Sports,290.67,23,6685.41,20,0
1282,2020-02-10,45,3038,Groceries,12.29,16,196.64,20,0
1283,2021-11-07,3,1015,Electronics,90.89,40,3635.6,5,0
1284,2021-12-23,47,2010,Clothing,90.82,35,3178.7,20,1
1285,2018-10-27,50,1008,Electronics,69.88,15,1048.2,20,0
1286,2021-09-05,17,3050,Groceries,63.36,34,2154.24,20,0
1287,2022-07-08,31,5002,Sports,131.95,1,131.95,5,0
1288,2020-03-28,12,4001,Home & Kitchen,118.71,37,4392.27,15,1
1289,2019-10-02,46,5009,Sports,190.33,3,570.99,0,0
1290,2022-09-27,35,4001,Home & Kitchen,163.1,37,6034.7,15,1
1291,2018-09-14,5,3050,Groceries,75.28,19,1430.32,10,1
1292,2019-04-22,25,2015,Clothing,169.01,33,5577.33,15,0
1293,2018-04-23,7,1015,Electronics,293.23,32,9383.36,20,0
1294,2018-03-27,47,2018,Clothing,12.25,37,453.25,15,1
1295,2018-03-15,28,2009,Clothing,173.6,34,5902.4,15,0
1296,2022-03-22,34,5008,Sports,10.2,36,367.2,5,1
1297,2021-08-02,13,3005,Groceries,151.44,37,5603.28,0,1
1298,2019-07-07,18,4010,Home & Kitchen,205.61,21,4317.81,10,0
1299,2021-08-23,6,1015,Electronics,285.37,32,9131.84,15,0
1300,2018-12-07,42,2008,Clothing,17.63,29,511.27,20,0
1301,2022-12-03,4,2004,Clothing,106.12,21,2228.52,5,0
1302,2021-04-03,44,1009,Electronics,61.48,5,307.4,10,0
1303,2021-06-09,13,2020,Clothing,135.97,18,2447.46,10,0
1304,2018-06-03,15,3030,Groceries,161.5,34,5491,10,1
1305,2021-11-06,19,5004,Sports,66.76,24,1602.24,15,1
1306,2018-12-27,22,4019,Home & Kitchen,251.29,17,4271.93,0,0
1307,2020-01-06,35,3015,Groceries,207.62,38,7889.56,0,0
1308,2022-08-04,18,5005,Sports,58.68,15,880.2,15,0
1309,2020-06-18,40,4014,Home & Kitchen,174.25,17,2962.25,20,1
1310,2022-03-14,22,3047,Groceries,177.65,37,6573.05,15,0
1311,2019-10-26,46,3045,Groceries,193.01,34,6562.34,5,0
1312,2020-11-08,25,5008,Sports,205.89,17,3500.13,0,1
1313,2022-01-20,5,3023,Groceries,128.91,32,4125.12,20,0
1314,2018-11-29,33,2014,Clothing,246.55,8,1972.4,15,1
1315,2020-03-06,2,5009,Sports,121.43,24,2914.32,10,1
1316,2021-09-09,14,3018,Groceries,152.3,31,4721.3,0,0
1317,2022-08-09,5,2013,Clothing,98.91,28,2769.48,15,1
1318,2021-09-15,6,4003,Home & Kitchen,77.61,39,3026.79,5,1
1319,2019-01-26,32,3028,Groceries,277.65,24,6663.6,15,1
1320,2018-12-09,29,2016,Clothing,26.72,19,507.68,5,0
1321,2020-08-27,44,3039,Groceries,105.06,4,420.24,5,0
1322,2018-02-23,25,1020,Electronics,62.17,30,1865.1,5,0
1323,2020-05-23,5,5015,Sports,117.19,7,820.33,15,0
1324,2020-09-07,30,1019,Electronics,266.28,8,2130.24,15,0
1325,2019-06-02,41,4018,Home & Kitchen,97.3,4,389.2,0,0
1326,2019-07-19,9,2019,Clothing,107.56,22,2366.32,10,0
1327,2021-06-06,19,1004,Electronics,241.7,21,5075.7,5,1
1328,2020-08-22,31,3030,Groceries,37.05,11,407.55,5,0
1329,2018-09-03,49,3012,Groceries,229.3,10,2293,0,0
1330,2022-09-02,12,5015,Sports,40.91,8,327.28,15,1
1331,2021-01-09,22,5008,Sports,57.59,38,2188.42,10,1
1332,2018-05-29,28,1008,Electronics,187.42,1,187.42,5,0
1333,2019-10-02,39,3046,Groceries,144.58,39,5638.62,5,0
1334,2022-06-14,2,2007,Clothing,222.8,22,4901.6,10,0
1335,2021-01-07,16,4006,Home & Kitchen,112.3,31,3481.3,20,0
1336,2019-01-29,1,3041,Groceries,249.3,30,7479,0,0
1337,2021-09-02,10,3046,Groceries,45.54,29,1320.66,5,1
1338,2020-08-18,33,4008,Home & Kitchen,61.33,7,429.31,20,1
1339,2018-07-11,9,2011,Clothing,62.33,2,124.66,20,0
1340,2020-11-15,14,1002,Electronics,254,12,3048,15,1
1341,2018-08-15,21,5009,Sports,230.44,21,4839.24,0,1
1342,2022-01-23,6,5006,Sports,75.13,9,676.17,5,1
1343,2018-01-21,35,1006,Electronics,34.34,22,755.48,5,0
1344,2019-04-20,30,5007,Sports,26.61,23,612.03,15,1
1345,2018-07-18,12,3033,Groceries,5.02,15,75.3,10,1
1346,2022-04-13,42,4007,Home & Kitchen,13.97,13,181.61,15,0
1347,2022-09-22,21,2012,Clothing,56.73,7,397.11,0,0
1348,2021-09-06,15,5005,Sports,173.62,32,5555.84,10,0
1349,2021-07-21,27,5013,Sports,116.09,39,4527.51,5,1
1350,2019-06-27,13,2012,Clothing,77.94,12,935.28,0,1
1351,2019-03-07,5,3014,Groceries,28.24,30,847.2,10,0
1352,2019-10-21,23,4018,Home & Kitchen,225.37,6,1352.22,0,0
1353,2022-11-20,37,5003,Sports,257.51,3,772.53,20,0
1354,2019-05-28,33,2019,Clothing,71.77,14,1004.78,15,1
1355,2019-12-22,34,1010,Electronics,135.75,20,2715,15,0
1356,2018-10-16,50,5015,Sports,279.97,37,10358.89,5,1
1357,2019-01-07,32,3038,Groceries,109.85,15,1647.75,10,1
1358,2022-03-31,19,2016,Clothing,64.58,25,1614.5,15,0
1359,2022-12-22,14,2020,Clothing,145.72,26,3788.72,20,0
1360,2021-02-23,15,4010,Home & Kitchen,275.17,24,6604.08,20,0
1361,2020-07-11,9,5010,Sports,54.43,11,598.73,5,1
1362,2018-05-14,13,2017,Clothing,296.07,15,4441.05,20,1
1363,2021-09-25,16,4002,Home & Kitchen,24.81,2,49.62,0,0
1364,2018-12-17,20,3002,Groceries,58.69,13,762.97,0,1
1365,2020-11-15,20,1004,Electronics,153.52,19,2916.88,0,1
1366,2021-03-04,9,5004,Sports,48.42,7,338.94,0,0
1367,2021-05-22,6,2020,Clothing,170.38,7,1192.66,5,1
1368,2019-08-05,6,2005,Clothing,44.81,6,268.86,20,1
1369,2021-11-15,40,3029,Groceries,219.76,9,1977.84,15,0
1370,2020-04-19,37,2016,Clothing,64.26,8,514.08,5,0
1371,2021-04-24,50,1010,Electronics,29.78,5,148.9,5,1
1372,2022-03-01,29,5008,Sports,62.54,34,2126.36,5,0
1373,2019-03-02,15,5014,Sports,127.35,8,1018.8,10,0
1374,2021-10-03,4,2018,Clothing,239.04,28,6693.12,15,0
1375,2019-09-02,17,3004,Groceries,33.84,13,439.92,0,0
1376,2022-06-15,36,1018,Electronics,16.78,4,67.12,15,0
1377,2018-11-25,31,4001,Home & Kitchen,144.12,21,3026.52,0,1
1378,2021-10-23,15,2011,Clothing,193.21,12,2318.52,10,0
1379,2020-10-24,2,5005,Sports,189.21,27,5108.67,15,1
1380,2021-08-18,48,1006,Electronics,160.14,4,640.56,15,0
1381,2022-12-04,11,2007,Clothing,129.42,19,2458.98,20,1
1382,2022-09-04,26,1011,Electronics,50.52,26,1313.52,20,1
1383,2020-03-21,34,3044,Groceries,198.04,4,792.16,10,0
1384,2018-11-10,25,2017,Clothing,111.91,17,1902.47,0,1
1385,2021-10-24,24,3001,Groceries,40.44,11,444.84,5,0
1386,2018-07-05,15,2014,Clothing,259.05,8,2072.4,20,1
1387,2019-09-07,10,4020,Home & Kitchen,31.28,2,62.56,10,0
1388,2020-04-12,22,2013,Clothing,255.13,39,9950.07,5,0
1389,2018-04-20,46,2020,Clothing,71.52,40,2860.8,15,1
1390,2021-10-05,8,1017,Electronics,73.73,26,1916.98,15,0
1391,2020-07-26,43,1017,Electronics,153.72,39,5995.08,10,0
1392,2019-06-02,30,1012,Electronics,36.92,37,1366.04,0,1
1393,2021-06-23,44,3039,Groceries,10.52,15,157.8,0,0
1394,2022-08-30,32,1005,Electronics,255.35,1,255.35,20,1
1395,2018-11-15,18,5005,Sports,96.96,38,3684.48,0,0
1396,2020-02-01,33,1016,Electronics,53.7,26,1396.2,0,1
1397,2018-02-01,1,2006,Clothing,72.37,18,1302.66,5,0
1398,2019-08-03,19,5012,Sports,152.28,16,2436.48,0,1
1399,2020-02-09,44,4016,Home & Kitchen,18.64,23,428.72,20,1
1400,2019-10-20,32,1013,Electronics,134.66,23,3097.18,10,0
1401,2020-07-25,7,1014,Electronics,61.54,30,1846.2,5,0
1402,2021-01-06,12,3017,Groceries,240.33,23,5527.59,5,1
1403,2019-08-11,36,5007,Sports,57.6,20,1152,10,1
1404,2018-04-26,26,4007,Home & Kitchen,134.87,17,2292.79,10,1
1405,2019-11-09,1,1017,Electronics,59.84,24,1436.16,0,0
1406,2018-10-13,8,4014,Home & Kitchen,99.18,34,3372.12,0,0
1407,2021-04-29,47,2007,Clothing,225.81,19,4290.39,0,0
1408,2021-12-02,19,1007,Electronics,111.46,19,2117.74,10,0
1409,2022-11-27,26,4007,Home & Kitchen,108.06,16,1728.96,15,1
1410,2021-09-06,43,4018,Home & Kitchen,73.38,19,1394.22,10,1
1411,2018-06-15,3,2016,Clothing,263.52,20,5270.4,20,0
1412,2020-07-26,30,4011,Home & Kitchen,229.93,33,7587.69,5,1
1413,2018-02-07,14,3010,Groceries,179.49,19,3410.31,0,0
1414,2018-08-29,17,5011,Sports,119.98,23,2759.54,15,1
1415,2022-11-01,49,3005,Groceries,140.67,5,703.35,10,1
1416,2021-05-11,42,2005,Clothing,266.6,13,3465.8,20,1
1417,2019-02-09,27,3013,Groceries,38.21,25,955.25,0,0
1418,2021-11-03,14,2017,Clothing,203.14,8,1625.12,20,0
1419,2018-06-29,41,1002,Electronics,201.69,12,2420.28,20,0
1420,2019-04-29,16,5012,Sports,129.44,17,2200.48,10,0
1421,2019-06-12,21,2007,Clothing,177.1,40,7084,5,0
1422,2018-02-15,33,4020,Home & Kitchen,67.05,18,1206.9,10,0
1423,2019-10-12,17,1012,Electronics,72.64,12,871.68,10,1
1424,2021-08-20,33,2017,Clothing,47.1,32,1507.2,0,0
1425,2022-08-28,29,2004,Clothing,118.66,22,2610.52,5,1
1426,2021-02-03,18,3002,Groceries,83.28,5,416.4,0,0
1427,2020-04-01,10,4015,Home & Kitchen,22.92,11,252.12,15,0
1428,2019-07-17,50,3035,Groceries,294.31,17,5003.27,5,0
1429,2021-08-07,19,2017,Clothing,115.71,21,2429.91,0,1
1430,2019-07-04,19,2018,Clothing,21.73,11,239.03,10,0
1431,2021-02-25,13,4014,Home & Kitchen,235.34,16,3765.44,15,0
1432,2018-01-06,38,4003,Home & Kitchen,146.76,29,4256.04,10,1
1433,2021-12-13,7,4014,Home & Kitchen,158.95,10,1589.5,20,0
1434,2020-07-05,6,4015,Home & Kitchen,190.86,7,1336.02,20,1
1435,2022-10-13,20,4009,Home & Kitchen,231.6,17,3937.2,15,0
1436,2022-12-07,10,4009,Home & Kitchen,88.07,15,1321.05,0,1
1437,2019-09-15,16,1014,Electronics,103.42,12,1241.04,15,0
1438,2020-07-11,44,3025,Groceries,63.17,26,1642.42,5,0
1439,2018-01-28,37,5003,Sports,285.65,16,4570.4,15,1
1440,2021-03-22,39,5006,Sports,158.23,32,5063.36,15,1
1441,2020-05-23,40,5012,Sports,111.97,34,3806.98,20,1
1442,2022-11-18,22,4010,Home & Kitchen,78.89,15,1183.35,15,0
1443,2021-12-26,48,2003,Clothing,263.63,24,6327.12,5,0
1444,2019-05-04,36,2009,Clothing,153.06,1,153.06,20,0
1445,2018-09-03,20,2004,Clothing,144.76,27,3908.52,0,1
1446,2020-04-09,5,2020,Clothing,24.97,22,549.34,0,0
1447,2020-12-22,33,5007,Sports,201.66,27,5444.82,10,1
1448,2022-08-01,31,1017,Electronics,197.77,24,4746.48,0,1
1449,2021-04-15,43,5010,Sports,73.33,10,733.3,10,1
1450,2019-12-25,43,3016,Groceries,133.5,17,2269.5,0,1
1451,2019-05-17,31,2018,Clothing,150.87,34,5129.58,20,0
1452,2022-07-17,27,5007,Sports,75.14,36,2705.04,15,1
1453,2021-12-28,43,4011,Home & Kitchen,103.07,7,721.49,15,1
1454,2021-05-10,34,4013,Home & Kitchen,112.62,22,2477.64,5,1
1455,2019-10-27,18,1013,Electronics,28.44,38,1080.72,20,0
1456,2022-06-16,40,3047,Groceries,282.87,37,10466.19,20,0
1457,2019-02-27,38,3027,Groceries,45.46,22,1000.12,20,1
1458,2020-02-06,44,5010,Sports,181.4,11,1995.4,5,1
1459,2019-11-03,45,5007,Sports,136.54,19,2594.26,20,1
1460,2020-07-24,27,3007,Groceries,273.68,19,5199.92,5,1
1461,2021-11-06,10,4011,Home & Kitchen,298.83,31,9263.73,15,1
1462,2018-06-09,39,5009,Sports,96.89,14,1356.46,15,0
1463,2022-11-29,16,4014,Home & Kitchen,272.43,31,8445.33,20,0
1464,2022-01-08,24,3033,Groceries,26.56,7,185.92,15,0
1465,2020-03-22,5,3034,Groceries,196.24,30,5887.2,20,1
1466,2018-04-19,3,2012,Clothing,155.77,33,5140.41,0,0
1467,2018-07-14,11,2020,Clothing,151.89,5,759.45,20,1
1468,2021-07-15,9,1020,Electronics,185.94,38,7065.72,15,1
1469,2019-12-09,14,2015,Clothing,84.21,22,1852.62,5,1
1470,2021-12-03,11,5001,Sports,106.11,24,2546.64,15,1
1471,2020-10-31,36,2002,Clothing,125.89,40,5035.6,10,1
1472,2020-11-26,10,4016,Home & Kitchen,61.24,8,489.92,10,0
1473,2018-03-26,1,4002,Home & Kitchen,193.89,29,5622.81,20,1
1474,2018-07-22,41,1016,Electronics,251.83,33,8310.39,20,0
1475,2020-11-30,46,5013,Sports,159.9,36,5756.4,5,0
1476,2018-10-29,16,2009,Clothing,118.07,29,3424.03,10,0
1477,2021-02-23,33,4012,Home & Kitchen,102.16,11,1123.76,20,0
1478,2020-06-28,10,1018,Electronics,174.93,6,1049.58,0,0
1479,2018-11-08,27,4014,Home & Kitchen,38.62,23,888.26,10,0
1480,2019-09-16,3,1016,Electronics,48.4,33,1597.2,10,1
1481,2022-01-06,39,4004,Home & Kitchen,124.36,35,4352.6,15,1
1482,2018-09-30,44,4015,Home & Kitchen,33.65,16,538.4,0,1
1483,2018-01-26,47,5007,Sports,118.45,5,592.25,20,0
1484,2020-06-19,43,4006,Home & Kitchen,143.88,21,3021.48,15,1
1485,2022-04-16,13,3006,Groceries,103.29,32,3305.28,5,0
1486,2020-10-05,28,5013,Sports,243.64,10,2436.4,5,0
1487,2018-01-02,1,4019,Home & Kitchen,265.56,17,4514.52,0,1
1488,2020-12-07,22,3038,Groceries,19.3,29,559.7,15,1
1489,2018-08-11,26,3006,Groceries,223.79,39,8727.81,20,1
1490,2020-03-23,14,4012,Home & Kitchen,81.85,24,1964.4,20,1
1491,2020-01-06,10,2005,Clothing,291.45,25,7286.25,0,1
1492,2022-06-18,25,2007,Clothing,291,24,6984,5,0
1493,2020-11-05,14,5012,Sports,191.27,9,1721.43,5,1
1494,2020-04-04,43,2017,Clothing,42.38,13,550.94,10,0
1495,2021-03-01,6,4016,Home & Kitchen,156.55,14,2191.7,0,0
1496,2020-06-17,35,1007,Electronics,135,13,1755,20,0
1497,2021-06-11,24,5013,Sports,285.58,23,6568.34,10,0
1498,2020-06-29,45,3026,Groceries,19.71,36,709.56,10,0
1499,2020-11-28,37,1004,Electronics,208.03,5,1040.15,10,1
1500,2022-11-20,26,5008,Sports,14.56,30,436.8,5,0
1501,2022-06-12,32,2004,Clothing,24.49,13,318.37,10,0
1502,2021-11-07,6,1004,Electronics,287.85,36,10362.6,20,0
1503,2020-02-26,30,4019,Home & Kitchen,128.3,1,128.3,15,1
1504,2020-03-20,9,4008,Home & Kitchen,183.62,21,3856.02,5,0
1505,2022-09-23,29,3014,Groceries,183.98,11,2023.78,15,1
1506,2022-01-02,18,1013,Electronics,189.38,13,2461.94,20,0
1507,2021-08-30,16,4018,Home & Kitchen,33.98,16,543.68,10,0
1508,2022-08-13,21,1017,Electronics,90.04,21,1890.84,15,1
1509,2019-05-28,20,3023,Groceries,217.35,17,3694.95,10,1
1510,2019-10-18,18,3017,Groceries,116.77,20,2335.4,10,1
1511,2021-12-17,20,4015,Home & Kitchen,231.42,25,5785.5,20,1
1512,2018-07-09,35,2018,Clothing,241.13,25,6028.25,5,1
1513,2022-05-01,16,2001,Clothing,149.45,23,3437.35,5,1
1514,2018-07-07,28,3008,Groceries,152.9,7,1070.3,0,1
1515,2019-11-18,39,5011,Sports,142.8,29,4141.2,20,1
1516,2019-05-09,14,2017,Clothing,236.82,37,8762.34,20,1
1517,2019-06-15,39,2016,Clothing,250.35,21,5257.35,5,1
1518,2022-12-16,30,4012,Home & Kitchen,267.24,5,1336.2,15,1
1519,2021-04-14,8,4017,Home & Kitchen,145.31,16,2324.96,15,1
1520,2022-05-20,42,2015,Clothing,170.99,25,4274.75,5,1
1521,2019-03-25,12,1010,Electronics,157.61,21,3309.81,20,1
1522,2018-05-26,9,4010,Home & Kitchen,118.48,15,1777.2,15,0
1523,2018-11-24,49,5007,Sports,138.27,13,1797.51,15,0
1524,2021-02-16,35,5007,Sports,106.48,12,1277.76,15,0
1525,2020-07-02,40,2013,Clothing,82.33,26,2140.58,15,0
1526,2018-10-31,50,2001,Clothing,268.97,21,5648.37,0,1
1527,2022-08-14,32,1016,Electronics,181.7,29,5269.3,0,1
1528,2022-08-15,10,1011,Electronics,195.81,1,195.81,20,0
1529,2020-09-11,41,2001,Clothing,103.44,38,3930.72,5,0
1530,2018-11-23,16,1013,Electronics,290.31,37,10741.47,0,0
1531,2022-11-04,26,4010,Home & Kitchen,227.13,10,2271.3,15,0
1532,2019-07-14,24,2010,Clothing,165.66,38,6295.08,10,1
1533,2019-10-10,16,4014,Home & Kitchen,147.34,9,1326.06,15,0
1534,2018-06-19,22,1002,Electronics,226.53,36,8155.08,20,0
1535,2018-07-27,2,5013,Sports,162.78,17,2767.26,5,0
1536,2022-12-05,49,4018,Home & Kitchen,163.86,10,1638.6,20,0
1537,2022-08-02,36,5008,Sports,18.89,24,453.36,5,1
1538,2019-01-02,19,1003,Electronics,95.63,24,2295.12,15,0
1539,2022-04-12,20,2013,Clothing,36.54,7,255.78,15,0
1540,2022-10-31,33,1014,Electronics,286.94,27,7747.38,20,0
1541,2019-05-10,28,1005,Electronics,131.75,11,1449.25,10,0
1542,2019-12-04,44,3021,Groceries,282.85,40,11314,5,1
1543,2018-05-13,4,4008,Home & Kitchen,252.63,1,252.63,5,0
1544,2018-08-13,25,3018,Groceries,273.82,33,9036.06,20,0
1545,2022-09-10,45,3024,Groceries,8.93,9,80.37,15,1
1546,2019-07-06,49,3003,Groceries,85.83,34,2918.22,0,0
1547,2021-05-06,27,1009,Electronics,251.09,29,7281.61,0,0
1548,2021-05-11,42,2005,Clothing,54.61,3,163.83,15,0
1549,2021-12-22,35,3010,Groceries,277.29,30,8318.7,10,1
1550,2021-11-05,28,3036,Groceries,186.69,8,1493.52,5,0
1551,2020-05-15,29,2017,Clothing,217.91,25,5447.75,15,0
1552,2022-12-11,14,2003,Clothing,10.12,30,303.6,15,0
1553,2018-12-31,6,4002,Home & Kitchen,208.79,16,3340.64,5,1
1554,2022-11-25,26,4018,Home & Kitchen,135.84,25,3396,5,1
1555,2020-05-13,45,3045,Groceries,255.58,15,3833.7,0,1
1556,2022-02-03,49,5005,Sports,45.58,22,1002.76,0,1
1557,2021-12-17,30,3011,Groceries,222.21,35,7777.35,5,0
1558,2020-07-27,42,3041,Groceries,34.1,8,272.8,5,0
1559,2022-01-11,34,5006,Sports,101.13,39,3944.07,10,1
1560,2020-07-30,46,3032,Groceries,202.95,18,3653.1,5,0
1561,2020-10-29,30,2009,Clothing,44.87,14,628.18,20,0
1562,2022-03-13,36,4013,Home & Kitchen,290.29,7,2032.03,20,0
1563,2022-01-22,15,1014,Electronics,7.15,8,57.2,10,1
1564,2020-04-29,48,4007,Home & Kitchen,61.12,26,1589.12,5,0
1565,2019-09-15,28,4007,Home & Kitchen,66.54,10,665.4,0,0
1566,2022-07-21,43,1005,Electronics,239.72,23,5513.56,0,0
1567,2020-04-17,21,2014,Clothing,201.26,5,1006.3,15,1
1568,2021-10-24,4,3015,Groceries,159.92,15,2398.8,0,0
1569,2019-12-15,2,2017,Clothing,163.65,40,6546,5,0
1570,2021-09-01,27,3046,Groceries,11.93,12,143.16,10,0
1571,2022-06-22,1,1017,Electronics,240.36,1,240.36,15,1
1572,2018-10-27,13,3036,Groceries,231.87,28,6492.36,20,0
1573,2020-10-20,10,2015,Clothing,167.89,3,503.67,15,0
1574,2019-02-03,1,2015,Clothing,34.86,6,209.16,15,0
1575,2021-02-28,21,2015,Clothing,33.36,17,567.12,10,1
1576,2018-08-07,1,1006,Electronics,37.66,30,1129.8,5,1
1577,2022-11-23,46,2004,Clothing,223.08,29,6469.32,20,0
1578,2021-12-17,42,5006,Sports,123.3,31,3822.3,10,0
